"pct.rtd"	"SCM"	"num.SCMs"	"log.rem"	"wet.exceedances"	"dry.exceedances"	"GM.exceedances"	"mass.load"
"1"	75	"BR-noinf"	0	"-0.5"	29.1111111111111	152.888888888889	939	4.10319182472836e+22
"2"	75	"BR-noinf"	0	"-0.25"	29.1111111111111	152.888888888889	939	4.10319182472836e+22
"3"	75	"BR-noinf"	0	"0"	29.1111111111111	152.888888888889	939	4.10319182472836e+22
"4"	75	"BR-noinf"	0	"0.25"	29.1111111111111	152.888888888889	939	4.10319182472836e+22
"5"	75	"BR-noinf"	0	"0.5"	29.1111111111111	152.888888888889	939	4.10319182472836e+22
"6"	75	"BR-noinf"	0	"0.75"	29.1111111111111	152.888888888889	939	4.10319182472836e+22
"7"	75	"BR-noinf"	0	"1"	29.1111111111111	152.888888888889	939	4.10319182472836e+22
"8"	75	"BR-noinf"	0	"1.5"	29.1111111111111	152.888888888889	939	4.10319182472836e+22
"9"	75	"BR-noinf"	0	"2"	29.1111111111111	152.888888888889	939	4.10319182472836e+22
"10"	75	"BR-noinf"	0	"3"	29.1111111111111	152.888888888889	939	4.10319182472836e+22
"11"	75	"BR-noinf"	100	"-0.5"	45.2222222222222	173	939	4.17869393303908e+22
"12"	75	"BR-noinf"	100	"-0.25"	44.2777777777778	165.111111111111	939	4.13036758122795e+22
"13"	75	"BR-noinf"	100	"0"	43.7777777777778	159.055555555556	939	4.10319167650886e+22
"14"	75	"BR-noinf"	100	"0.25"	43.1666666666667	154.222222222222	939	4.08790954223588e+22
"15"	75	"BR-noinf"	100	"0.5"	43.0555555555556	150.111111111111	939	4.07931576659708e+22
"16"	75	"BR-noinf"	100	"0.75"	42.8888888888889	147.666666666667	939	4.07448313141596e+22
"17"	75	"BR-noinf"	100	"1"	42.7777777777778	146.166666666667	939	4.07176554094405e+22
"18"	75	"BR-noinf"	100	"1.5"	42.5555555555556	144.222222222222	939	4.06937794995287e+22
"19"	75	"BR-noinf"	100	"2"	42.1666666666667	143.777777777778	939	4.06862292738757e+22
"20"	75	"BR-noinf"	100	"3"	40.5	143	939	4.06830866603192e+22
"21"	75	"BR-noinf"	500	"-0.5"	46.2777777777778	174	939	4.59815256749281e+22
"22"	75	"BR-noinf"	500	"-0.25"	44.7777777777778	164.611111111111	939	4.28134542190157e+22
"23"	75	"BR-noinf"	500	"0"	43.8333333333333	156.444444444444	939	4.10319167182002e+22
"24"	75	"BR-noinf"	500	"0.25"	43.4444444444444	149.666666666667	939	4.00300845591153e+22
"25"	75	"BR-noinf"	500	"0.5"	43	143.333333333333	939	3.94667129351572e+22
"26"	75	"BR-noinf"	500	"0.75"	42.7777777777778	139.055555555556	939	3.9149905789566e+22
"27"	75	"BR-noinf"	500	"1"	42.4444444444444	136.5	939	3.89717520394844e+22
"28"	75	"BR-noinf"	500	"1.5"	41.6666666666667	133.222222222222	939	3.88152316611801e+22
"29"	75	"BR-noinf"	500	"2"	40.7777777777778	131.833333333333	939	3.87657355716128e+22
"30"	75	"BR-noinf"	500	"3"	38.1111111111111	130.611111111111	939	3.87451339248257e+22
"31"	75	"BR-noinf"	1000	"-0.5"	44.6111111111111	172.166666666667	939	4.92770543447081e+22
"32"	75	"BR-noinf"	1000	"-0.25"	42.9444444444444	162.5	939	4.39996312938121e+22
"33"	75	"BR-noinf"	1000	"0"	41.7777777777778	154.111111111111	939	4.10319182217812e+22
"34"	75	"BR-noinf"	1000	"0.25"	41	147.222222222222	939	3.93630505200706e+22
"35"	75	"BR-noinf"	1000	"0.5"	40.3888888888889	140.833333333333	939	3.84245772451232e+22
"36"	75	"BR-noinf"	1000	"0.75"	40.1111111111111	136.444444444444	939	3.78968349400336e+22
"37"	75	"BR-noinf"	1000	"1"	39.6666666666667	133.722222222222	939	3.76000636328305e+22
"38"	75	"BR-noinf"	1000	"1.5"	38.6111111111111	130.388888888889	939	3.73393295351647e+22
"39"	75	"BR-noinf"	1000	"2"	37.2777777777778	128.944444444444	939	3.72568781739355e+22
"40"	75	"BR-noinf"	1000	"3"	34.7222222222222	128.111111111111	939	3.7222559628046e+22
"41"	75	"BR-noinf"	2500	"-0.5"	42	171.388888888889	939	5.54693597979118e+22
"42"	75	"BR-noinf"	2500	"-0.25"	40.2222222222222	161.611111111111	939	4.62284587555886e+22
"43"	75	"BR-noinf"	2500	"0"	38.7222222222222	153.111111111111	939	4.10319182174958e+22
"44"	75	"BR-noinf"	2500	"0.25"	37.7222222222222	146.222222222222	939	3.81096887248992e+22
"45"	75	"BR-noinf"	2500	"0.5"	36.7222222222222	139.833333333333	939	3.64663983195222e+22
"46"	75	"BR-noinf"	2500	"0.75"	36.3888888888889	135.444444444444	939	3.55423082152899e+22
"47"	75	"BR-noinf"	2500	"1"	35.7777777777778	132.777777777778	939	3.50226541614806e+22
"48"	75	"BR-noinf"	2500	"1.5"	34.6111111111111	129.444444444444	939	3.45661021716832e+22
"49"	75	"BR-noinf"	2500	"2"	32.8888888888889	128.166666666667	939	3.44217277558791e+22
"50"	75	"BR-noinf"	2500	"3"	30.9444444444444	127.444444444444	939	3.43616351153189e+22
